id,name
1189,KRAFT CHEEZ WHIZ LIGHT Pasteurized Process Cheese Product
1190,KRAFT FREE Singles American Nonfat Pasteurized Process Cheese Product
1191,KRAFT VELVEETA Pasteurized Process Cheese Spread
1192,KRAFT VELVEETA LIGHT Reduced Fat Pasteurized Process Cheese Product
1193,KRAFT BREAKSTONE'S Reduced Fat Sour Cream
1194,KRAFT BREAKSTONE'S FREE Fat Free Sour Cream
1199,"Cream, half and half, fat free"
1200,Reddi Wip Fat Free Whipped Topping
1202,"Milk, chocolate, fluid, commercial, reduced fat, with added calcium"
1203,"Yogurt, fruit, lowfat, with low calorie sweetener"
1204,"Cheese, parmesan, dry grated, reduced fat"
1205,"Cream substitute, flavored, liquid"
1206,"Cream substitute, flavored, powdered"
1208,"Cheese, provolone, reduced fat"
1209,"Cheese, Mexican, blend, reduced fat"
1210,"Egg Mix, USDA Commodity"
1211,"Milk, whole, 3.25% milkfat, without added vitamin A and vitamin D"
1212,"Milk, dry, whole, without added vitamin D"
1214,"Milk, canned, evaporated, without added vitamin A and vitamin D"
1215,"Cheese product, pasteurized process, American, reduced fat, fortified with vitamin D"
1216,"Yogurt, fruit, low fat, 9 grams protein per 8 ounce, fortified with vitamin D"
1217,"Yogurt, fruit, low fat, 10 grams protein per 8 ounce, fortified with vitamin D"
1218,"Yogurt, fruit variety, nonfat, fortified with vitamin D"
1219,"Yogurt, fruit, lowfat, with low calorie sweetener, fortified with vitamin D"
1220,"Yogurt, vanilla, low fat, 11 grams protein per 8 ounce, fortified with vitamin D"
1221,"Yogurt, vanilla or lemon flavor, nonfat milk, sweetened with low-calorie sweetener, fortified with vitamin D"
1222,"Yogurt, chocolate, nonfat milk, fortified with vitamin D"
1223,"Protein supplement, milk based, Muscle Milk, powder"
1224,"Protein supplement, milk based, Muscle Milk Light, powder"
1225,Dulce de Leche
1226,"Egg substitute, liquid or frozen, fat free"
1227,"Cheese, dry white, queso seco"
1228,"Cheese, fresh, queso fresco"
1229,"Cheese, white, queso blanco"
1230,"Milk, buttermilk, fluid, whole"
1231,"Yogurt, vanilla flavor, lowfat milk, sweetened with low calorie sweetener"
1235,"Yogurt, frozen, flavors not chocolate, nonfat milk, with low-calorie sweetener"
1236,"Ice cream, soft serve, chocolate"
1237,"Ice cream, bar or stick, chocolate covered"
1238,Ice cream sandwich
1239,Ice cream cookie sandwich
1240,"Ice cream cone, chocolate covered, with nuts, flavors other than chocolate"
1241,"Ice cream sandwich, made with light ice cream, vanilla"
1242,"Ice cream sandwich, vanilla, light, no sugar added"
1243,"Fat free ice cream, no sugar added, flavors other than chocolate"
1244,"Milk dessert bar, frozen, made from lowfat milk"
1250,"Nutritional supplement for people with diabetes, liquid"
1251,"Cheese, Mexican blend"
1252,"Cheese product, pasteurized process, American, vitamin D fortified"
1253,"Cheese, pasteurized process, American, without added vitamin D"
1254,"Cheese food, pasteurized process, American, without added vitamin D"
1255,"Egg, whole, raw, frozen, salted, pasteurized"
1256,"Yogurt, Greek, plain, nonfat"
1258,"Egg, white, dried, stabilized, glucose reduced"
1259,"Cheese spread, American or Cheddar cheese base, reduced fat"
1260,"Cheese, cheddar, reduced fat"
1263,"Ice cream, light, soft serve, chocolate"
1264,"Ice cream bar, stick or nugget, with crunch coating"
1265,"Cheese, cheddar, nonfat or fat free"
1266,"Cheese, Swiss, nonfat or fat free"
1267,"Cheese, mexican, queso cotija"
1270,"Cheese, cheddar, sharp, sliced"
1271,"Cheese, mozzarella, low moisture, part-skim, shredded"
1275,"Yogurt, Greek, nonfat, vanilla, CHOBANI"
1276,"Yogurt, Greek, strawberry, DANNON OIKOS"
1278,"Yogurt, Greek, nonfat, vanilla, DANNON OIKOS"
1280,"Yogurt, Greek, nonfat, strawberry, DANNON OIKOS"
1281,"Yogurt, Greek, nonfat, strawberry, CHOBANI"
1284,"Yogurt, Greek, strawberry, lowfat"
1285,"Yogurt, Greek, strawberry, nonfat"
1286,"Yogurt, Greek, vanilla, nonfat"
1287,"Yogurt, Greek, plain, lowfat"
1289,"Kefir, lowfat, plain, LIFEWAY"
1290,"Kefir, lowfat, strawberry, LIFEWAY"
1291,"Milk, evaporated, 2% fat, with added vitamin A and vitamin D"
1292,"Milk, chocolate, fat free, with added vitamin A and vitamin D"
1293,"Yogurt, Greek, plain, whole milk"
1294,"Yogurt, Greek, fruit, whole milk"
1295,"Yogurt, vanilla, non-fat"
1297,"Yogurt, Greek, vanilla, lowfat"
1298,"Yogurt, frozen, flavors other than chocolate, lowfat"
1300,"Ice cream bar, covered with chocolate and nuts"
1301,Ice cream sundae cone
1302,"Light ice cream, Creamsicle"
1303,"Cream, half and half, lowfat"
1305,"Milk, chocolate, lowfat, reduced sugar"
1306,"Ice cream, lowfat, no sugar added, cone, added peanuts and chocolate sauce"
2001,"Spices, allspice, ground"
2002,"Spices, anise seed"
2003,"Spices, basil, dried"
2004,"Spices, bay leaf"
2005,"Spices, caraway seed"
2006,"Spices, cardamom"
2007,"Spices, celery seed"
2008,"Spices, chervil, dried"
2009,"Spices, chili powder"
2010,"Spices, cinnamon, ground"
2011,"Spices, cloves, ground"
2012,"Spices, coriander leaf, dried"
2013,"Spices, coriander seed"
2014,"Spices, cumin seed"
2015,"Spices, curry powder"
2016,"Spices, dill seed"
2017,"Spices, dill weed, dried"
2018,"Spices, fennel seed"
2019,"Spices, fenugreek seed"
2020,"Spices, garlic powder"
2021,"Spices, ginger, ground"
2022,"Spices, mace, ground"
2023,"Spices, marjoram, dried"
2024,"Spices, mustard seed, ground"
2025,"Spices, nutmeg, ground"
2026,"Spices, onion powder"
2027,"Spices, oregano, dried"
2028,"Spices, paprika"
2029,"Spices, parsley, dried"
2030,"Spices, pepper, black"
2031,"Spices, pepper, red or cayenne"
2032,"Spices, pepper, white"
2033,"Spices, poppy seed"
2034,"Spices, poultry seasoning"
2035,"Spices, pumpkin pie spice"
2036,"Spices, rosemary, dried"
2037,"Spices, saffron"
2038,"Spices, sage, ground"
2039,"Spices, savory, ground"
2041,"Spices, tarragon, dried"
2042,"Spices, thyme, dried"
2043,"Spices, turmeric, ground"
2044,"Basil, fresh"
2045,"Dill weed, fresh"
2046,"Mustard, prepared, yellow"
2047,"Salt, table"
2048,"Vinegar, cider"
2049,"Thyme, fresh"
2050,Vanilla extract
2051,"Vanilla extract, imitation, alcohol"
2052,"Vanilla extract, imitation, no alcohol"
2053,"Vinegar, distilled"
2054,"Capers, canned"
2055,"Horseradish, prepared"
2063,"Rosemary, fresh"
2064,"Peppermint, fresh"
2065,"Spearmint, fresh"
2066,"Spearmint, dried"
2068,"Vinegar, red wine"
2069,"Vinegar, balsamic"
2073,"PACE, Dry Taco Seasoning Mix"
2074,"Seasoning mix, dry, sazon, coriander & annatto"
2075,"Seasoning mix, dry, taco, original"
2076,"Seasoning mix, dry, chili, original"
3000,Clif Z bar
3001,"Babyfood, juice treats, fruit medley, toddler"
3002,"Babyfood, meat, beef, strained"
3003,"Babyfood, meat, beef, junior"
3005,"Babyfood, meat, veal, strained"
3007,"Babyfood, meat, pork, strained"
3008,"Babyfood, meat, ham, strained"
3009,"Babyfood, meat, ham, junior"
3010,"Babyfood, meat, lamb, strained"
3011,"Babyfood, meat, lamb, junior"
3012,"Babyfood, meat, chicken, strained"
3013,"Babyfood, meat, chicken, junior"
3014,"Babyfood, meat, chicken sticks, junior"
3015,"Babyfood, meat, turkey, strained"
3016,"Babyfood, meat, turkey, junior"
3017,"Babyfood, meat, turkey sticks, junior"
3019,"Babyfood, snack, GERBER GRADUATE FRUIT  STRIPS, Real Fruit Bars"
3021,"Babyfood, meat, meat sticks, junior"
3022,"Babyfood, GERBER, 2nd Foods, apple, carrot and squash, organic"
3023,"Finger snacks, GERBER GRADUATE PUFFS, apple and cinnamon"
3024,"Babyfood, water, bottled, GERBER, without added fluoride."
3025,"Babyfood, GERBER, 3rd Foods, apple, mango and kiwi"
3026,"Babyfood, tropical fruit medley"
3041,"Babyfood, dinner, vegetables and dumplings and beef, strained"
3042,"Babyfood, dinner, vegetables and dumplings and beef, junior"
3043,"Babyfood, dinner, beef lasagna, toddler"
3044,"Babyfood, dinner, macaroni and tomato and beef, strained"
3045,"Babyfood, dinner, macaroni and tomato and beef, junior"
3046,"Babyfood, ravioli, cheese filled, with tomato sauce"
3047,"Babyfood, dinner, beef noodle, strained"
3048,"Babyfood, macaroni and cheese, toddler"
3049,"Babyfood, dinner, beef and rice, toddler"
3050,"Babyfood, dinner, spaghetti and tomato and meat, junior"
3051,"Babyfood, dinner, spaghetti and tomato and meat, toddler"
3052,"Babyfood, dinner, beef stew, toddler"
3053,"Babyfood, dinner, vegetables and beef, strained"
3054,"Babyfood, dinner, vegetables and beef, junior"
3055,"Babyfood, dinner, beef with vegetables"
3059,"Babyfood, dinner, vegetables and bacon, strained"
3061,"Babyfood, dinner, vegetables and ham, strained"
3062,"Babyfood, dinner, vegetables and ham, junior"
3066,"Babyfood, dinner, vegetables and lamb, strained"
3067,"Babyfood, dinner, vegetables and lamb, junior"
3068,"Babyfood, dinner, chicken noodle, strained"
3069,"Babyfood, dinner, chicken noodle, junior"
3070,"Babyfood, dinner, chicken soup, strained"
3072,"Babyfood, dinner, chicken stew, toddler"
3073,"Babyfood, dinner, vegetables chicken, strained"
3075,"Babyfood, dinner, vegetables, noodles and chicken, strained"
3076,"Babyfood, dinner, vegetables, noodles and chicken, junior"
3077,"Babyfood, dinner, pasta with vegetables"
3079,"Babyfood, dinner, vegetables and noodles and turkey, strained"
3081,"Babyfood, dinner, vegetables and noodles and turkey, junior"
3082,"Babyfood, dinner, turkey and rice, strained"
3083,"Babyfood, dinner, turkey and rice, junior"
3084,"Babyfood, dinner, vegetables and turkey, strained"
3085,"Babyfood, dinner, vegetables and turkey, junior"
3089,"Babyfood, dinner, macaroni and cheese, strained"
3090,"Babyfood, dinner, macaroni and cheese, junior"
3091,"Babyfood, vegetables, green beans, strained"
3092,"Babyfood, vegetables, green beans, junior"
3093,"Babyfood, green beans, dices, toddler"
3096,"Babyfood, vegetable, green beans and potatoes"
3098,"Babyfood, vegetables, beets, strained"
3099,"Babyfood, vegetables, carrots, strained"
3100,"Babyfood, vegetables, carrots, junior"
3104,"Babyfood, vegetables, squash, strained"
3105,"Babyfood, vegetables, squash, junior"
3108,"Babyfood, vegetables, sweet potatoes strained"
3109,"Babyfood, vegetables, sweet potatoes, junior"
3112,"Babyfood, potatoes, toddler"
3114,"Babyfood, vegetable, butternut squash and corn"
3115,"Babyfood, apples, dices, toddler"
3116,"Babyfood, fruit, applesauce, strained"
3117,"Babyfood, fruit, applesauce, junior"
3118,"Babyfood, fruit, apricot with tapioca, strained"
3119,"Babyfood, vegetables, corn, creamed, strained"
3120,"Babyfood, vegetables, corn, creamed, junior"
3121,"Babyfood, vegetables, peas, strained"
3122,"Babyfood, peas, dices, toddler"
3127,"Babyfood, vegetables, spinach, creamed, strained"
3128,"Babyfood, fruit, apricot with tapioca, junior"
3129,"Babyfood, fruit, bananas with tapioca, strained"
3130,"Babyfood, fruit, peaches, strained"
3131,"Babyfood, fruit, peaches, junior"
3132,"Babyfood, fruit, pears, strained"
3133,"Babyfood, fruit, pears, junior"
3134,"Babyfood, fruit, plums with tapioca, without ascorbic acid, strained"
3135,"Babyfood, fruit, plums with tapioca, without ascorbic acid, junior"
3136,"Babyfood, fruit, prunes with tapioca, without ascorbic acid, strained"
3137,"Babyfood, fruit, prunes with tapioca, without ascorbic acid, junior"
3139,"Babyfood, prunes, without vitamin c, strained"
3140,"Babyfood, fruit dessert, mango with tapioca"
3141,"Babyfood, pears, dices, toddler"
3142,"Babyfood, fruit, applesauce and apricots, strained"
3143,"Babyfood, fruit, applesauce and apricots, junior"
3144,"Babyfood, fruit, applesauce and cherries, strained"
3145,"Babyfood, fruit, applesauce and cherries, junior"
3147,"Babyfood, fruit, applesauce with banana, junior"
3150,"Babyfood, fruit, applesauce and pineapple, strained"
3151,"Babyfood, fruit, applesauce and pineapple, junior"
3152,"Babyfood, fruit, apple and raspberry, strained"
3153,"Babyfood, fruit, apple and raspberry, junior"
3154,"Babyfood, fruit and vegetable, apple and sweet potato"
3156,"Babyfood, fruit, bananas and pineapple with tapioca, junior"
3157,"Babyfood, fruit, bananas and pineapple with tapioca, strained"
3158,"Babyfood, fruit, pears and pineapple, strained"
3159,"Babyfood, fruit, pears and pineapple, junior"
3160,"Babyfood, fruit, guava and papaya with tapioca, strained"
3161,"Babyfood, peaches, dices, toddler"
3162,"Babyfood, fruit, papaya and applesauce with tapioca, strained"
3163,"Babyfood, fruit, bananas with apples and pears, strained"
3164,"Babyfood, fruit, apple and blueberry, strained"
3165,"Babyfood, fruit, apple and blueberry, junior"
3166,"Babyfood, juice, apple"
3167,"Babyfood, apple-banana juice"
3168,"Babyfood, juice, apple and peach"
3169,"Babyfood, apple-cranberry juice"
3170,"Babyfood, juice, apple and plum"
3171,"Babyfood, juice, apple and prune"
3172,"Babyfood, juice, orange"
3173,"Babyfood, juice, orange and apple"
3174,"Babyfood, juice, orange and apple and banana"
3175,"Babyfood, juice, orange and apricot"
3176,"Babyfood, juice, orange and banana"
3177,"Babyfood, juice, orange and pineapple"
3178,"Babyfood, juice, prune and orange"
3179,"Babyfood, juice, mixed fruit"
3181,"Babyfood, cereal, barley, dry fortified"
3184,"Babyfood, cereal, whole wheat, with apples, dry fortified"
3185,"Babyfood, cereal, mixed, dry fortified"
3186,"Babyfood, cereal, mixed, with bananas, dry"
3187,"Babyfood, cereal, mixed, with applesauce and bananas, strained"
3188,"Babyfood, cereal, mixed, with applesauce and bananas, junior"
3189,"Babyfood, cereal, oatmeal, dry fortified"
3190,"Babyfood, cereal, oatmeal, with bananas, dry"
3191,"Babyfood, cereal, oatmeal, with applesauce and bananas, strained"
3192,"Babyfood, cereal, oatmeal, with applesauce and bananas, junior"
3193,"Babyfood, cereal, oatmeal, with honey, dry"
3194,"Babyfood, cereal, rice, dry fortified"
3195,"Babyfood, cereal, rice, with applesauce and bananas, strained"
3197,"Babyfood, cereal, with egg yolks, strained"
3198,"Babyfood, cereal, with egg yolks, junior"
3199,"Babyfood, cereal, with eggs, strained"
3201,"Babyfood, cereal, egg yolks and bacon, junior"
3205,"Babyfood, oatmeal cereal with fruit, dry, instant, toddler fortified"
3206,"Babyfood, cookie, baby, fruit"
3209,"Babyfood, crackers, vegetable"
3211,"Babyfood, cereal, high protein, with apple and orange, dry"
3212,"Babyfood, cereal, rice, with bananas, dry"
3213,"Babyfood, cookies"
3214,"Babyfood, cookies, arrowroot"
3215,"Babyfood, pretzels"
3216,"Babyfood, teething biscuits"
3217,Zwieback
3220,"Babyfood, dessert, dutch apple, strained"
3221,"Babyfood, dessert, dutch apple, junior"
3222,"Babyfood, cherry cobbler, junior"
3224,"Babyfood, dessert, cherry vanilla pudding, strained"
3225,"Babyfood, dessert, cherry vanilla pudding, junior"
3226,"Babyfood, dessert, fruit pudding, orange, strained"
3227,"Babyfood, dessert, peach cobbler, strained"
3228,"Babyfood, dessert, peach cobbler, junior"
3229,"Babyfood, dessert, peach melba, strained"
3230,"Babyfood, dessert, peach melba, junior"
3233,"Babyfood, dessert, fruit pudding, pineapple, strained"
3235,"Babyfood, dessert, fruit dessert, without ascorbic acid, strained"
3236,"Babyfood, dessert, fruit dessert, without ascorbic acid, junior"
3238,"Babyfood, dessert, tropical fruit, junior"
3245,"Babyfood, dessert, custard pudding, vanilla, strained"
3246,"Babyfood, dessert, custard pudding, vanilla, junior"
3265,"Babyfood, juice, apple and grape"
3267,"Babyfood, juice, fruit punch, with calcium"
3268,"Babyfood, juice, apple and cherry"
3269,"Babyfood, juice, apple, with calcium"
3274,"Babyfood, dinner, vegetables and chicken, junior"
3278,"Babyfood, dinner, mixed vegetable, strained"
3279,"Babyfood, dinner, mixed vegetable, junior"
3280,"Babyfood, fruit, bananas with tapioca, junior"
3282,"Babyfood, vegetables, mix vegetables junior"
3283,"Babyfood, vegetables, garden vegetable, strained"
3286,"Babyfood, vegetables, mix vegetables strained"
3287,"Babyfood, dinner, beef noodle, junior"
3289,"Babyfood, apples with ham, strained"
3290,"Babyfood, carrots and beef, strained"
3293,"Babyfood, plums, bananas and rice, strained"
id,name
1001,"Butter, salted"
1002,"Butter, whipped, with salt"
1003,"Butter oil, anhydrous"
1004,"Cheese, blue"
1005,"Cheese, brick"
1006,"Cheese, brie"
1007,"Cheese, camembert"
1008,"Cheese, caraway"
1009,"Cheese, cheddar"
1010,"Cheese, cheshire"
1011,"Cheese, colby"
1012,"Cheese, cottage, creamed, large or small curd"
1013,"Cheese, cottage, creamed, with fruit"
1014,"Cheese, cottage, nonfat, uncreamed, dry, large or small curd"
1015,"Cheese, cottage, lowfat, 2% milkfat"
1016,"Cheese, cottage, lowfat, 1% milkfat"
1017,"Cheese, cream"
1018,"Cheese, edam"
1019,"Cheese, feta"
1020,"Cheese, fontina"
1021,"Cheese, gjetost"
1022,"Cheese, gouda"
1023,"Cheese, gruyere"
1024,"Cheese, limburger"
1025,"Cheese, monterey"
1026,"Cheese, mozzarella, whole milk"
1027,"Cheese, mozzarella, whole milk, low moisture"
1028,"Cheese, mozzarella, part skim milk"
1029,"Cheese, mozzarella, low moisture, part-skim"
1030,"Cheese, muenster"
1031,"Cheese, neufchatel"
1032,"Cheese, parmesan, grated"
1033,"Cheese, parmesan, hard"
1034,"Cheese, port de salut"
1035,"Cheese, provolone"
1036,"Cheese, ricotta, whole milk"
1037,"Cheese, ricotta, part skim milk"
1038,"Cheese, romano"
1039,"Cheese, roquefort"
1040,"Cheese, swiss"
1041,"Cheese, tilsit"
1042,"Cheese, pasteurized process, American, fortified with vitamin D"
1043,"Cheese, pasteurized process, pimento"
1044,"Cheese, pasteurized process, swiss"
1045,"Cheese food, cold pack, American"
1046,"Cheese food, pasteurized process, American, vitamin D fortified"
1047,"Cheese food, pasteurized process, swiss"
1048,"Cheese spread, pasteurized process, American"
1049,"Cream, fluid, half and half"
1050,"Cream, fluid, light (coffee cream or table cream)"
1052,"Cream, fluid, light whipping"
1053,"Cream, fluid, heavy whipping"
1054,"Cream, whipped, cream topping, pressurized"
1055,"Cream, sour, reduced fat, cultured"
1056,"Cream, sour, cultured"
1057,Eggnog
1058,"Sour dressing, non-butterfat, cultured, filled cream-type"
1059,"Milk, filled, fluid, with blend of hydrogenated vegetable oils"
1060,"Milk, filled, fluid, with lauric acid oil"
1061,"Cheese, American, nonfat or fat free"
1067,"Cream substitute, liquid, with hydrogenated vegetable oil and soy protein"
1068,"Cream substitute, liquid, with lauric acid oil and sodium caseinate"
1069,"Cream substitute, powdered"
1070,"Dessert topping, powdered"
1071,"Dessert topping, powdered, 1.5 ounce prepared with 1/2 cup milk"
1072,"Dessert topping, pressurized"
1073,"Dessert topping, semi solid, frozen"
1074,"Sour cream, imitation, cultured"
1076,"Milk substitutes, fluid, with lauric acid oil"
1077,"Milk, whole, 3.25% milkfat, with added vitamin D"
1078,"Milk, producer, fluid, 3.7% milkfat"
1079,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D"
1080,"Milk, reduced fat, fluid, 2% milkfat, with added nonfat milk solids and vitamin A and vitamin D"
1081,"Milk, reduced fat, fluid, 2% milkfat, protein fortified, with added vitamin A and vitamin D"
1082,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D"
1083,"Milk, lowfat, fluid, 1% milkfat, with added nonfat milk solids, vitamin A and vitamin D"
1084,"Milk, lowfat, fluid, 1% milkfat, protein fortified, with added vitamin A and vitamin D"
1085,"Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)"
1086,"Milk, nonfat, fluid, with added nonfat milk solids, vitamin A and vitamin D (fat free or skim)"
1087,"Milk, nonfat, fluid, protein fortified, with added vitamin A and vitamin D (fat free and skim)"
1088,"Milk, buttermilk, fluid, cultured, lowfat"
1089,"Milk, low sodium, fluid"
1090,"Milk, dry, whole, with added vitamin D"
1091,"Milk, dry, nonfat, regular, without added vitamin A and vitamin D"
1092,"Milk, dry, nonfat, instant, with added vitamin A and vitamin D"
